word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
delivery,0.016836,0.12199,0.35387,-0.16262,-0.017319,0.6909,0.37952,0.11587,0.10645,0.46065,0.40904,0.24547,0.04377,-0.12977,0.68349,0.1198,-0.80179,0.34633,-0.044077,0.032699,0.34211,-0.27158,-0.52564,-0.28011,0.76338,0.050381,-0.038415,-0.20694,0.50681,0.25748,-0.90868,0.26371,-0.21953,-0.43876,-0.074729,-0.11856,-0.67606,0.73191,-0.42239,-0.4042,-1.1319,0.37392,0.49449,0.131,-0.053254,0.29711,-0.70622,-0.36753,0.27298,-0.59446,-0.085855,0.87843,0.62822,0.22666,0.38171,0.30508,-0.28228,-0.55427,-0.20385,-0.20266,0.66536,-0.11786,-0.25235,-0.17323,-0.24807,0.20302,-0.35029,-0.57449,-0.35431,0.31732,-0.008198,-0.80353,0.19382,-0.29717,0.45047,-0.38571,-0.16727,-0.068284,0.36381,0.38713,-0.24702,0.36432,-0.17662,-0.86438,-0.067052,0.25091,-0.19484,-0.20402,0.054062,-0.83941,0.35528,-0.39168,-0.093387,0.41393,0.16671,-0.21594,0.31284,-0.071232,0.25609,0.049196
dessert,-0.005999,-0.20905,-0.1375,-0.28253,0.24861,0.19951,0.079972,-0.15429,0.15403,0.61752,-0.24184,-0.48262,-0.069925,0.3871,-0.65972,-0.05146,-0.72004,0.17781,0.23918,-0.47489,0.31593,0.056578,-0.073655,-0.26061,-0.36171,0.079445,-0.030298,-0.26916,0.53803,-0.036431,0.52025,0.54862,0.67173,-0.65989,-0.36643,0.2254,-0.18212,-0.018519,0.47932,0.04093,-0.18291,0.69828,0.22079,-0.088083,0.46133,-0.19957,0.001729,-0.66006,0.6893,-0.14971,0.3541,0.42374,-0.28078,-0.22415,-0.2382,0.095259,-0.13776,0.32702,-0.53391,-0.21687,0.52356,-0.2603,0.45991,-0.69096,0.49066,0.03774,0.13703,-0.033197,0.70161,-0.74625,0.5185,-0.23049,-0.098935,-0.16629,0.6328,-0.39948,1.1117,-0.050426,0.81947,-0.71026,0.81867,0.094055,0.043105,0.020124,0.15546,-0.34133,0.46735,0.14707,0.13847,0.009063,0.32924,-0.28983,-0.82598,-0.75045,-0.21044,-0.10387,0.41578,0.40211,0.02616,-0.32745
device,0.71162,-0.48455,0.095132,-0.13631,0.15169,0.18806,0.54162,0.23818,0.19683,0.029909,-0.16019,0.15592,0.37318,0.074575,-0.71115,0.35705,-0.11433,-0.079692,-0.24335,0.23909,0.3828,0.3971,-0.15228,0.21774,0.097498,0.008045,-0.22964,0.03466,-0.50538,0.43495,0.05321,-0.095785,0.10129,0.044189,0.70507,-0.074254,0.20206,0.33734,0.28443,-0.039176,0.16679,-0.31288,0.41325,-0.23422,-0.26624,0.25329,-0.69959,0.36679,-0.015639,-0.025305,-0.4519,0.068414,0.29848,0.86948,-0.54188,0.10694,-0.44097,-0.10504,-0.099791,-0.54995,-0.11024,0.031939,-0.4559,-0.56104,0.45229,0.087547,0.079094,-0.79411,-0.28246,0.023336,-0.2833,-0.29192,-0.37997,0.13942,0.3938,0.23883,-0.48694,0.085482,0.098373,0.26697,-0.32034,0.16647,-0.04954,0.79604,0.63535,-0.095025,-0.037598,-0.40895,0.11275,0.08848,0.41818,-0.17678,0.53223,0.131,0.27454,0.028691,0.12015,0.12507,0.025136,0.23148
dig,0.30501,0.64637,-0.023917,0.1929,-0.62086,0.055192,-0.29042,-0.28263,0.008247,0.29407,0.40041,-0.11343,0.57472,-0.21888,-0.045707,-0.33502,-0.063462,-0.42603,-0.34829,0.15223,0.31506,0.45497,-0.187,0.42435,-0.52207,-0.25658,0.26292,0.086618,0.27904,-0.42061,-0.4885,-0.090915,0.030805,0.32074,-0.079885,-0.15702,-0.13419,-0.54079,-0.14817,-0.027318,-0.067149,0.32658,0.36415,0.14947,0.23069,-0.33097,-0.35177,-0.089658,0.36573,0.15702,-0.079329,-0.12378,-0.25462,-0.53209,-0.005919,-0.001687,-0.018202,-0.252,0.01206,0.33472,-0.31014,0.21011,0.62,0.62767,0.12325,-0.26144,0.47168,-0.12202,-0.47358,-0.64468,0.054982,0.33084,-0.17286,0.22047,0.004742,-0.22639,-0.073846,0.050132,0.40476,0.41966,-0.09747,-0.11288,-0.45055,0.064257,-0.57055,-0.15284,0.63608,-0.43302,-0.28123,-0.16021,-0.51653,0.12807,0.19928,-0.152,0.45166,-0.47711,0.022608,0.67829,-0.053034,0.26171
dinner,-0.014118,-0.11251,-0.2724,-0.33386,-0.086488,-0.34549,0.19671,-0.42927,-0.32813,0.40738,0.041485,-0.56435,-0.68598,-0.25113,0.014152,-0.21386,-0.65756,0.00044,0.21768,-0.26666,-0.018156,-0.14203,-0.52741,0.000531,-0.55698,0.4724,-0.68639,-0.41473,0.58478,0.024535,0.093747,0.0457,0.081782,-0.56789,-0.18785,-0.22577,0.24491,-0.1226,0.07469,-0.22291,-0.10571,0.57988,-0.061148,-0.000694,0.047507,0.59075,-0.043346,-0.83399,0.70927,-0.12316,0.26034,-0.010051,-0.46481,0.47559,-0.59803,0.28128,-0.20756,0.44881,-0.28982,0.10926,0.22139,0.35955,0.48746,-0.70153,0.25244,0.14006,-0.198,0.26788,-0.047633,-0.14521,-0.13185,-0.15,-0.21164,0.24236,0.048801,-0.20747,0.52306,-0.018767,0.49406,-0.16076,1.08,-0.28749,0.34476,-0.46249,-0.5955,-0.19296,0.26843,0.6989,-0.38432,-0.17866,0.23365,0.014639,-0.009928,-0.44973,-0.58082,-0.14975,0.064026,0.51152,0.23457,-0.01017
disease,0.14076,-0.19002,-0.10468,-0.35721,-0.54311,0.22368,0.14377,0.29926,-0.49821,0.44046,-0.35714,0.013832,0.73846,-0.42001,0.062774,0.26398,-0.13757,0.28889,-0.73741,0.61977,0.026355,-0.099113,-0.1925,0.27433,-0.1328,0.2554,0.34154,0.07605,0.22916,0.027696,-0.089814,-0.47497,-0.24403,0.12482,-0.32267,-0.90445,-0.3647,-0.15075,-0.24507,0.66973,-0.53804,0.52391,0.11633,0.59834,0.21253,0.76059,0.011951,0.99542,0.021604,-0.21963,-0.23122,0.4974,0.34693,-0.58867,0.052205,-0.059502,0.26289,0.17944,0.41811,0.1631,-0.59545,-0.67458,-0.075665,-0.35667,0.77001,-0.19124,0.18895,0.23525,0.14324,0.65143,0.16169,0.83136,0.10036,0.078393,0.26571,0.030713,-0.29498,0.088495,0.44597,0.22954,-0.12161,-0.28637,-0.52014,-0.029227,0.039915,-0.16822,0.66896,0.092854,0.15393,-0.019225,-0.048743,-0.3554,-0.16474,0.17954,0.14819,0.49436,-0.23046,-0.31842,-0.39076,-0.006272
dissolve,-0.59918,0.1226,0.00441,-0.054998,-0.76865,-0.27642,0.66628,0.98785,0.14598,-0.17816,-0.35352,-0.002387,-0.11685,0.81152,0.055429,-0.23904,-0.51237,-0.052793,0.49921,-0.37028,-0.42042,0.37404,-0.26233,0.076551,0.26997,-0.1581,0.38057,0.14031,0.38093,-0.11751,-0.087484,-0.62111,-0.096773,-0.55362,-0.64784,1.1322,-0.028664,0.38417,0.22899,0.85194,-0.11637,-0.78321,-0.067398,-0.19691,0.18018,-0.3011,0.47145,-0.071154,0.27509,0.46711,0.42808,0.10779,-0.48574,-0.21629,-0.58647,-0.034553,0.1371,0.28921,-0.20925,0.39215,0.47372,-0.37945,-0.40961,0.04518,0.070392,-0.17666,0.10201,0.31736,-0.086578,-0.73724,0.069532,-0.63508,-0.16018,-0.010887,0.23532,-0.57853,-0.24061,-0.75908,-0.025001,0.40214,-0.15524,0.12613,-0.28993,-0.24683,0.10129,-0.29089,0.13526,0.20077,0.043314,0.77704,-0.1212,-0.06231,-0.28958,-0.070649,-0.063543,-0.34223,-0.41174,0.11675,-0.52497,0.056579
disturb,0.056062,-0.013516,-0.078609,0.19325,-0.30649,0.27678,-0.11329,-0.13621,-0.71926,0.033404,-0.072571,0.65447,-0.087352,0.29507,-0.18979,0.28463,-0.12915,-0.27867,-0.36227,0.13165,0.17497,-0.78238,0.022168,-0.053877,0.10763,-0.15025,0.31394,0.093452,-0.30209,-0.11912,0.2066,-0.022214,0.45859,0.60524,0.46541,0.15028,0.061252,-0.19585,-0.067263,0.33006,0.32491,0.72086,0.40576,-0.36642,-0.21466,-0.99456,0.1592,-0.25565,0.003001,0.18081,-0.46215,-0.56406,-0.3944,-0.58767,0.093395,0.04674,0.05337,0.27393,0.26918,0.016143,-0.25753,0.39825,-0.20751,0.11843,0.59055,0.18138,0.030394,0.42685,-0.31132,0.047641,-0.010175,0.20186,0.029398,-0.03697,-0.043833,0.17054,-0.42305,-0.29163,-0.18875,0.55181,0.79885,-0.29085,-0.46926,-0.40011,-0.35168,-0.24448,-0.4273,-0.16698,-0.26218,0.030293,-0.091631,-0.26249,0.34786,-0.16616,0.29214,-0.2859,0.079554,0.010899,-0.60176,-0.45158
do,-0.52913,-0.14087,0.11209,0.033295,-0.66885,-0.067612,0.36678,0.086994,-0.41182,-0.055721,-0.073824,0.072474,-0.053462,-0.25295,-0.8133,-0.097635,-0.09414,-0.71299,-0.20838,0.19001,0.11943,0.15209,-0.89974,0.11782,-0.36158,-0.28856,0.25121,-0.033828,0.013743,-0.30284,-0.065224,-0.50614,-0.15921,-0.093869,0.19339,-0.23112,-0.39415,0.22903,-0.048818,0.53005,-0.33604,0.2117,0.45564,-0.12906,0.15055,-0.55035,0.17462,-0.1163,0.20028,0.31748,0.20721,-0.86466,0.06787,-0.5294,-0.34179,-0.2174,0.28601,0.003543,0.022284,-0.2412,0.021409,-0.15949,0.13174,-0.11456,0.09074,-0.44748,-0.13248,0.30719,0.050619,-0.33001,0.3917,-0.12706,-0.055584,0.001552,-0.17095,-0.19303,-0.14525,-0.014075,-0.31989,0.18218,0.26639,-0.21075,-0.10878,0.26664,-0.24479,-0.27143,-0.10989,-0.17492,-0.26844,0.076952,-0.26072,0.038619,0.13047,-0.24131,0.030932,-0.65375,0.31371,-0.013479,-0.51923,-0.25626
doctor,-0.2292,-0.22768,0.85679,0.058029,-0.22574,0.36967,0.54265,0.45321,-0.35841,-0.23639,-0.53669,-0.21587,0.39419,-0.21979,0.076567,0.060107,-0.39612,-0.23143,0.21595,-0.29594,0.29033,0.22782,-0.46349,0.017251,-0.029409,0.38134,0.68361,-0.2007,0.51117,-0.087299,-0.5768,-0.41553,-0.74295,-0.42525,-0.30062,-0.058534,-0.29618,0.14137,-0.64431,-0.030524,-0.45622,0.30934,0.59553,0.059468,0.32107,0.43982,0.070894,0.10029,0.47396,0.023061,0.70078,0.00973,0.062911,0.20853,0.1006,-0.24358,0.33907,0.19943,0.31102,-0.00576,0.11559,-0.16563,-0.19056,-0.3031,-0.1682,0.45516,-0.005438,-0.30483,-0.52527,-0.07357,0.015359,-0.10526,0.25702,0.33067,-0.010142,0.74968,-0.3096,0.035841,-0.25709,0.55485,-0.64279,-0.024462,-0.048539,-0.089746,0.23006,-0.52369,0.33187,-0.1823,-0.031875,-0.18441,0.19601,0.080893,0.75658,-0.065276,0.043726,0.000506,-0.001566,-0.90799,0.46933,-0.60706
dog,-0.18727,0.07086,0.010043,0.20447,0.20861,0.37075,0.25633,-0.53796,0.31404,-0.20768,0.12401,0.19161,-0.54967,-0.32734,0.30985,0.004554,-0.26549,0.42135,0.25763,0.044569,-0.11726,0.86303,-0.13729,-0.17308,-0.15748,0.41728,-0.20627,0.47003,0.39259,-0.64228,-0.78167,-0.093736,0.22262,-0.27443,-0.073458,-0.15067,-0.50013,-0.79414,0.44551,0.12294,-0.091384,0.80346,0.35986,0.16683,0.62495,-0.24635,-0.004077,-0.46647,-0.2247,0.10339,-0.013992,0.4539,0.055243,-0.10275,-0.8252,0.20569,-0.092641,0.11567,1.1638,-0.34898,0.46355,-0.042237,0.29022,-0.004513,0.28684,0.26246,0.47543,-0.31799,0.19468,-0.32166,-0.23474,0.13079,-0.069195,0.29042,0.22119,0.39662,-0.54146,-0.34086,0.052151,0.28693,0.097865,0.24156,-0.039587,-0.33647,0.38473,-0.16772,0.66131,0.27787,-0.4913,0.22482,0.18348,-0.49649,0.32925,-0.2858,0.061456,0.2755,0.063953,0.054191,-0.57905,0.019217
dressing,-0.025658,-0.17001,-0.65771,-0.25116,-0.30226,0.28108,0.59292,0.20137,-0.027263,0.13579,-0.29395,-0.33033,-0.3339,0.325,-0.53537,0.23577,-0.26274,0.062226,-0.21703,-0.73216,-0.3643,-0.073196,-0.28002,0.22832,-0.3783,0.62279,0.20288,-0.61706,0.53817,0.6252,-0.022396,-0.025728,-0.35484,-0.13654,0.2246,0.35123,0.45454,0.066347,0.086405,0.03847,0.029399,0.10603,0.20342,-0.67899,0.82575,0.02844,-0.78479,0.24894,-0.099068,-0.48622,0.27183,-0.30109,-0.065356,-0.422,-0.080136,-0.094693,0.13616,0.14995,-0.28367,0.2477,-0.27721,0.21276,0.48996,-0.68741,-0.49949,0.162,0.055581,-0.33155,0.34587,0.034958,0.70553,-0.77265,-0.02543,0.24581,-0.42432,0.1158,0.47348,0.35345,0.38967,-0.36038,0.80098,-0.19017,-0.19701,0.32504,0.96153,0.1595,0.41822,-0.29856,-0.20452,0.37311,0.45235,-0.4503,-0.20671,-0.013217,-1.0469,-0.33126,0.29846,-0.36652,0.33434,-0.1057
driver,-0.026614,0.00139,-0.04831,0.51322,0.25798,-0.27202,0.14204,-0.32841,0.029343,-0.012991,-0.60861,-0.71656,-0.049942,-0.54311,-0.0655,0.33146,-0.27088,0.34128,0.079229,-0.34078,-0.10558,-0.064623,-0.23712,-0.012814,-0.4301,-0.88215,-0.31276,-0.33085,-0.84048,0.3699,-0.16279,0.3895,-0.010411,0.098141,1.3181,0.11045,-0.62163,0.99617,0.48953,-0.4518,0.2618,-0.11026,0.42921,-0.41318,0.37613,-0.51092,0.001697,-0.061833,0.81726,0.69074,-0.19423,-0.53132,-0.32611,0.057989,0.41661,0.37252,-0.22234,-0.15077,0.74876,0.021479,-0.085741,0.007618,0.012883,-0.55265,-0.10331,0.77112,-0.40536,-1.1205,-0.5679,0.41674,-0.086918,-0.049898,-0.004418,-0.072882,0.11392,0.03598,-0.40914,0.25758,-0.5218,-0.2054,-0.026499,0.043474,0.29126,-0.022031,0.38353,-0.46538,-0.058645,-0.1678,-0.39794,-0.11475,0.035359,0.56,0.41785,0.82067,-0.17151,0.28909,0.20943,-0.45937,0.52968,0.043944
economy,-0.2259,0.005316,0.12075,0.022507,-0.27684,0.76615,-0.49504,0.23687,0.02836,-0.31168,-0.075823,0.14018,-0.010317,-0.34436,0.71224,-0.06977,-0.075584,0.92585,-0.092999,-0.11807,0.084771,0.081969,0.20156,0.26178,0.48096,-0.088096,-0.25424,-0.64916,0.10273,-0.15173,0.44689,-0.02406,-0.11513,-0.82823,0.54159,0.063165,0.2298,-0.24977,0.011171,-0.30879,-0.23309,-0.11687,-0.16206,0.311,-0.40633,-0.6074,0.47615,-0.46084,0.35404,0.4371,0.42666,0.51069,-0.57066,0.07793,-0.27431,0.59294,-0.63251,0.17412,-0.427,0.52364,-0.11017,-0.80022,0.040315,-0.18277,-0.058437,-0.29364,0.40078,-0.11156,0.54,-0.034019,0.13266,0.16376,0.39539,-0.055014,-0.21925,-0.022256,-0.16257,-0.17433,-0.13411,0.044902,0.152,-0.34341,0.64446,-0.33871,-0.071586,-0.58724,-0.005391,0.24549,0.79251,0.18844,0.09873,0.1104,-0.27564,0.007672,-0.24203,0.046197,-0.25148,0.12426,-0.42556,-0.037908
election,-0.33603,-0.097666,-0.23322,-0.19224,-0.25395,0.149,-0.27614,-0.2299,0.76192,-0.41154,-0.14901,-0.34676,-0.36493,-0.39907,0.61922,0.28844,-0.22658,-0.12422,0.52731,-0.041152,-0.25008,0.5178,-0.14744,-0.40239,0.8981,-0.1244,-0.27335,0.1612,0.36254,0.19552,0.29391,0.10278,0.39452,-0.20193,0.14603,0.038232,0.091569,0.17335,0.068934,0.39696,0.33509,-0.25316,0.32342,0.19018,0.18566,-0.13165,0.71585,-0.39065,-0.26804,0.43353,0.049664,-0.080392,-0.24673,0.17604,-0.69153,-0.080203,0.082396,0.54438,-0.46358,1.0108,0.49766,0.42398,0.60514,0.3034,-0.64907,-0.74373,0.1501,0.33357,-0.034751,0.21395,-0.15745,-0.61642,-0.29102,-0.44135,-0.67158,-0.15454,-0.57526,1.3007,-0.74088,-0.44761,0.1752,-0.11341,0.028272,0.36536,-0.17435,0.015916,0.21769,-0.000557,-0.58452,-0.1299,-0.05564,0.020563,0.27689,0.010536,-0.81958,0.020907,-0.13354,-0.21347,0.061629,0.008928
electron,-0.20746,-0.37824,0.48861,0.45048,-0.51466,0.1911,0.42429,-0.15381,-0.1797,-0.41384,-0.25026,0.2459,-0.069645,-0.74777,-0.55757,-0.11676,-0.054484,0.60016,-0.36384,1.083,0.41371,0.69185,-0.7407,0.10499,-0.487,0.34165,-0.062283,0.020702,0.028016,0.25644,0.068665,-0.12589,-0.33729,0.50332,-0.31861,-0.051136,0.58833,-0.004656,0.18659,-0.30017,-0.070594,-0.10631,-0.53585,-0.69735,-0.50388,0.66301,0.22287,-0.3934,-0.044578,0.024197,-0.046617,-0.94702,0.1323,-0.10021,-0.31163,-0.32434,0.58399,0.009726,-0.3552,-0.84629,0.16605,-0.052066,-0.44755,0.4376,0.058813,0.48554,-0.54148,0.51762,-0.33543,-0.4495,0.054366,-0.26097,-0.034895,-0.1296,-0.004239,-0.11049,-0.43032,-0.089486,-0.44273,-0.49217,0.11457,-0.78159,-0.1276,-1.0718,0.23225,0.035752,0.51081,-0.43166,0.40586,0.16313,0.57412,0.15641,-0.30805,0.22559,-0.23792,0.62849,-0.4025,0.16136,0.24549,-0.056929
elegance,0.1093,0.53874,-0.068451,-0.13059,0.43109,0.29431,0.020388,-0.067891,-0.054876,0.095284,0.096452,-0.10053,-0.50338,-0.30945,0.11744,0.085001,-0.26927,-0.82035,-0.26865,0.071376,0.28053,-0.39665,-0.87891,0.41272,0.44158,-0.20479,-0.14566,0.08285,-0.90019,-0.13415,0.44212,-0.078323,-0.51567,-0.098962,0.59139,0.46076,0.126,-0.28035,-0.10457,0.41678,0.25922,0.52842,0.16599,-0.15495,-0.22422,-0.39576,0.63283,0.10942,0.13629,0.018701,0.052499,0.30988,0.020111,-0.51801,0.19493,0.30272,0.19619,-0.24457,0.053215,-0.44184,-0.44561,-0.52353,0.003273,-0.051232,0.33151,0.16108,0.25693,0.4341,0.26886,-0.17982,0.31547,0.29952,-0.013435,0.052891,-0.043833,-0.21981,0.27729,-0.5238,0.48597,-0.023194,0.4248,0.53215,-0.072257,-0.17535,-0.051945,0.23839,0.40731,-0.42995,0.70238,0.63823,0.43332,0.30001,0.29668,-0.77192,0.10823,0.34744,0.3187,-0.73227,0.23832,0.038085
emotion,0.064738,-0.28359,0.43792,-0.34622,0.28268,-0.39715,0.33828,-0.037014,0.1675,0.25307,0.052123,0.28968,-0.038847,-0.04727,-0.13089,0.13486,0.38933,0.079752,-0.12294,-0.091512,0.008456,-0.57331,0.37528,0.58856,-0.30949,0.049376,-0.36782,0.2272,-0.69211,-0.34378,-0.30996,0.12528,0.58986,-0.27526,-0.42288,0.41499,-0.93028,-0.44048,-0.12914,0.16595,0.32412,0.10079,0.03558,-0.27322,-0.61393,-0.26196,0.63446,0.49963,0.51892,0.17365,-0.20466,0.01463,-0.12685,0.092404,-0.44339,-0.37179,0.45356,0.40971,0.1181,-0.37263,-0.62453,0.21904,0.093848,0.49227,0.36413,-0.25484,-0.24433,-0.41246,0.21021,0.29317,0.5118,0.019129,0.16507,0.70914,-0.002436,-0.22311,0.1529,-0.41053,-0.40813,0.38789,0.52997,0.58094,-0.24795,-0.26183,-0.92334,-0.22261,0.053361,-0.27649,0.007044,0.25465,-0.4183,0.22878,-0.56537,0.014784,0.028655,0.32461,-0.14315,-0.4259,-0.022951,0.090103
emotionally,-0.028588,-0.38094,0.12063,0.18359,0.29377,-0.16153,0.026833,0.04017,-0.47756,-0.019997,-0.16848,0.002739,0.70476,0.35791,0.33945,0.20868,0.10799,0.61118,-0.35016,-0.49746,0.30181,-0.48251,0.47064,0.24176,-0.85529,0.18827,-0.001215,0.45842,0.24975,-0.35185,0.21488,0.059738,0.19282,-0.013279,0.091117,0.71742,-0.47884,0.12957,-0.008862,0.37833,0.36017,0.34236,0.20315,-0.20573,-0.42911,-0.66145,0.04946,0.3037,0.1909,-0.043199,0.35159,-0.13129,0.13447,0.036489,0.37687,-0.1588,0.017533,-0.50273,0.18845,-0.34764,-0.17895,0.18146,0.5027,0.09403,0.34953,-1.3324,0.41078,-0.46569,0.30279,-0.55056,0.13854,-0.12118,0.70205,0.29887,-0.95295,0.074809,-0.57479,-0.017863,-0.71323,0.57134,0.3302,0.22005,-0.44983,-0.45088,0.2205,-0.53279,0.56221,-0.31434,-0.48546,0.65288,-1.1062,0.40307,-0.34732,0.26568,0.018175,-0.4682,-0.016432,0.16741,0.19224,-0.040749
engine,-0.084862,0.017964,0.19897,-0.54181,-0.28799,0.20257,0.52236,-0.3853,0.077285,-0.33839,0.67035,-0.17096,0.46995,-0.26693,0.059079,-0.22715,1.0855,-0.46461,-0.16365,0.66804,0.092786,-0.30281,0.10961,-0.18424,-0.016043,-0.081971,-0.024462,-0.48564,-0.36121,-0.13892,-0.70835,0.3201,0.10339,-0.31439,0.50188,0.18087,0.60738,-0.18762,0.448,-0.36878,-0.81232,-0.13727,-0.2604,0.040116,-0.62137,-0.2193,1.2059,0.26142,-0.43495,-0.42409,0.32581,0.020059,-0.63327,0.91448,0.2337,0.06323,-0.84696,-0.33317,0.20332,0.50476,-0.10838,0.01645,0.13259,0.30282,-0.10042,0.1674,-0.34843,0.46319,-0.77228,0.18588,0.070585,0.31744,-0.15444,0.18967,0.26721,-0.20237,0.55725,-0.41957,0.056734,0.26278,-0.12229,0.13808,-0.17292,-0.11764,0.24827,-0.20473,0.38262,0.27972,-0.036504,0.77517,-0.45539,-0.009894,-0.48808,0.73464,-0.29071,0.1057,0.64012,-0.56945,-0.4293,-0.47217
event,0.28104,-0.42868,-0.42443,0.33041,-0.052575,0.18797,-0.38966,-0.24317,0.23898,0.40385,0.037677,0.003239,-0.043865,-0.049777,-0.23534,0.70756,-0.41739,-0.28732,0.21793,-0.042508,-0.30283,-0.27297,-0.52276,0.15388,-0.078243,0.23013,-0.25163,0.038065,-0.11296,0.35114,-0.40151,0.14865,0.18881,-0.11564,-0.13426,0.33963,-0.7065,0.70821,-0.19948,-0.33168,0.54857,0.24229,0.44087,-0.002659,-0.45497,0.65107,0.28113,0.20828,-0.23852,-0.065644,-0.11157,0.42786,-0.000445,0.89232,-0.28567,0.019796,-0.062731,0.5182,0.17223,-0.26374,0.49474,0.2603,-0.10187,-0.2976,0.71287,-0.55735,-0.15024,0.087569,0.12812,0.26829,-0.039036,-0.008895,-0.22537,-0.076516,0.41457,0.068395,-0.009087,0.20642,-0.15749,-0.088061,0.52903,-0.70392,0.47024,0.43876,-0.54668,0.54892,0.32982,0.43162,-0.67525,0.22484,0.008944,-0.37419,-0.62443,-0.2203,0.24005,-0.53188,0.47478,0.014865,-0.13339,-0.082141
experiment,0.045217,-0.54241,-0.22662,0.03859,-0.50449,0.11508,0.35643,-0.47853,-0.73526,-0.59471,-0.58085,0.47471,-0.36872,-0.048154,-0.22262,-0.057617,-0.008313,0.018587,0.13571,-0.37145,0.51175,0.40309,-0.15775,-0.020353,-0.33855,0.028201,0.29159,0.12608,0.07318,0.3876,0.26117,0.13748,0.045962,-0.16991,0.29188,-0.019202,0.13512,-0.54967,0.23025,-0.1676,-0.21947,0.021379,-0.51609,-0.096421,-0.059623,0.33129,-0.087985,0.42462,-0.26253,-0.36745,0.26465,-0.23813,0.58779,-0.86578,-0.92889,-0.32862,0.22125,-0.25629,-0.12198,-0.074752,0.000887,0.055378,0.54921,-0.069637,0.11429,0.026058,0.060033,-0.029976,0.30407,-0.3637,0.26561,-0.19603,-0.35099,0.39927,0.24736,0.076441,0.33482,-0.38397,-0.10329,-0.087918,0.44429,-0.38158,-0.82643,0.08645,0.29917,-0.15429,0.48978,0.073658,0.042411,0.054004,-0.075667,0.13701,-0.23163,-0.16482,-0.30651,-0.065505,-0.36721,0.14722,-0.28476,-0.50528
extremely,0.21166,-0.56316,-0.22094,0.66226,0.13644,0.036863,-0.30494,0.47395,-0.15632,0.23471,-0.24619,-0.25038,0.074676,0.086811,0.17724,-0.11621,0.29022,-0.18736,-0.31488,0.10614,0.42529,-0.43748,0.24574,-0.211,-0.62995,-0.21007,-0.18139,-0.095228,-0.029581,-0.26317,0.37489,0.24913,-0.26878,-0.31398,-0.3077,0.33349,0.87152,0.47991,0.41464,0.11211,0.14051,0.64763,0.21645,0.24906,-0.18469,-0.46088,-0.59953,0.49668,-0.53414,-0.53529,-0.026982,0.085572,-0.3149,-0.1444,0.34371,-0.17135,0.28608,-0.39849,0.28447,-0.25583,0.15353,0.16034,0.26955,-0.31293,-0.098661,-0.60606,0.40866,0.093782,0.235,-0.33976,-0.043485,0.17265,0.35683,0.19224,-0.19061,0.25322,0.12294,0.031589,-0.43926,0.009243,-0.17595,0.13078,-0.6192,-0.12255,0.17077,0.15611,0.45388,0.022807,-0.21819,0.20385,-0.17867,0.069947,0.21292,0.063313,0.17012,-0.4259,0.1464,0.011415,0.14135,0.031452
feeling,-0.040071,-0.083103,-0.15007,0.088184,0.20574,0.029236,-0.018567,-0.16173,-0.050193,0.052846,0.1498,0.020681,0.13038,-0.45731,-0.069641,-0.35716,-0.27127,-0.32398,0.013519,-0.38683,0.23259,-0.15719,0.062636,-0.11511,-0.39189,-0.024769,-0.36555,0.049061,-0.24687,-0.78787,-0.013841,-0.12678,-0.09101,-0.13075,-0.1556,0.5075,-0.20903,0.24379,0.25828,0.35129,-0.076217,0.19013,-0.078301,0.028859,-0.49034,-0.97382,-0.024266,-0.21171,0.23186,-0.4272,0.22226,-0.21246,-0.52555,0.13031,-0.00713,-0.083203,0.80753,0.062291,0.23235,-0.45585,-0.50596,0.23444,0.044,-0.068682,0.45157,-0.12498,-0.42014,-0.36431,0.3298,0.064503,0.34512,-0.094746,0.32493,0.9121,-0.52333,0.43983,-0.032544,0.079309,-0.86295,-0.40746,0.48951,0.51975,-0.080297,-0.33774,-0.34764,-0.42026,0.62211,-0.40287,-0.3275,0.22523,-0.38722,0.077445,-0.094106,-0.61546,0.4702,-0.674,-0.45735,-0.050043,-0.052965,0.19261
